points,bottle,description,price,variety,province,country,winery,
80,Pueblo del Sol 2009 Tannat (Juanico),Clumsy and a bit chemical smelling with a sticky thick candied palate housing bug juice berry flavors in front of a medicinal finish. Bulky sweet and grabby red wine.,10.0,Tannat,Juanico,Uruguay,Pueblo del Sol,
